latitude,longitude,event_date,elevation,slope,aspect,curvature,landslide_type,state,region,source,landslide,rain_24h,rain_72h,rain_7d,rain_14d,rainfall_intensity
27.4709,88.5752,2018-08-07,1346.3,7.3,11.0,-0.041,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,15.7,49.2,135.6,233.8,0.319
27.3874,88.4178,2018-08-25,757.8,23.8,14.4,-0.059,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,34.0,72.1,130.6,228.6,0.472
23.7173,92.7947,2013-11-01,788.9,9.2,213.2,0.035,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,6.1,7.0,14.8,26.8,0.871
27.3839,88.2121,2017-07-21,1308.1,9.2,85.5,0.01,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,37.1,59.3,144.8,224.2,0.626
27.209,88.7295,2012-01-08,1396.9,12.5,213.5,-0.114,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.4,2.4,30.3,33.9,0.167
27.3564,88.3476,2014-07-05,1000.3,23.5,163.4,0.014,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,15.1,33.0,74.0,155.6,0.458
27.2413,88.7002,2015-09-23,651.9,17.1,254.4,-0.017,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,13.0,34.7,67.1,166.0,0.375
27.359,88.4522,2021-06-25,1272.2,16.5,312.6,0.017,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,14.2,33.7,81.2,125.8,0.421
23.7214,92.6283,2012-08-19,805.5,7.2,355.2,0.006,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,34.0,67.2,130.7,209.8,0.506
27.3601,88.2178,2018-02-03,1294.8,6.5,110.9,-0.038,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,2.8,16.8,17.6,31.0,0.167
27.3693,88.7067,2023-08-28,1198.1,14.9,222.4,0.015,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,34.1,71.9,103.9,218.4,0.474
27.3682,88.5936,2021-01-12,1354.4,13.1,234.4,-0.046,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.3,4.6,64.1,64.7,0.065
27.4718,88.4048,2013-12-21,1252.8,16.2,265.8,0.017,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,5.3,7.4,10.6,23.8,0.716
27.4108,88.6536,2019-01-14,1054.8,20.7,43.3,0.055,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,2.0,2.0,5.1,10.6,1.0
23.6992,92.7591,2019-02-14,641.5,8.6,134.4,-0.086,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.6,0.9,8.3,21.5,0.6
27.343,88.4444,2022-03-20,1464.2,15.3,172.5,-0.013,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.1,1.8,5.6,11.7,0.056
27.3289,88.4935,2019-11-14,1593.0,20.6,258.5,0.023,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,7.8,7.9,9.6,9.7,0.987
27.3531,88.7486,2017-02-27,1183.3,7.1,336.4,-0.003,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,1.1,1.5,6.8,10.4,0.733
23.677,92.6815,2019-07-25,852.4,9.7,219.7,0.056,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,29.5,55.4,112.3,162.1,0.532
27.1852,88.5968,2018-03-01,1183.7,18.8,38.5,-0.053,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,2.1,3.3,29.7,37.6,0.636
27.4102,88.5052,2019-07-12,1190.1,23.1,216.6,-0.017,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,32.6,83.0,127.8,184.8,0.393
27.34,88.4077,2021-08-18,752.0,20.0,98.9,-0.028,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,32.7,64.6,138.0,185.6,0.506
27.3446,88.4362,2013-02-24,770.0,19.3,310.6,0.012,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.6,1.0,1.2,13.5,0.6
27.3386,88.5027,2015-11-21,971.6,16.7,178.8,-0.055,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,11.0,11.6,21.1,27.3,0.948
27.2742,88.6223,2012-01-10,1332.1,10.9,28.6,0.065,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.2,9.2,10.9,15.6,0.022
27.4081,88.2836,2021-08-16,903.6,15.7,316.8,0.019,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,17.7,46.0,119.5,239.0,0.385
27.3583,88.5104,2023-08-12,1827.7,19.2,167.5,0.004,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,36.7,58.7,133.6,189.7,0.625
27.3129,88.1877,2016-07-04,932.1,14.1,272.2,0.053,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,31.9,84.0,129.3,201.2,0.38
27.1749,88.8147,2023-07-07,761.3,22.7,194.4,0.003,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,26.7,45.3,124.4,174.6,0.589
27.4174,88.6674,2023-12-25,1542.7,18.8,13.0,-0.043,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,1.1,1.5,23.6,33.3,0.733
27.23,88.3979,2013-07-10,865.3,14.0,216.2,0.033,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,22.9,77.6,162.9,219.6,0.295
27.455,88.2015,2012-07-09,1160.0,20.7,137.0,0.023,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,17.1,35.3,91.5,145.4,0.484
27.3702,88.3623,2016-07-21,1341.9,23.6,230.7,-0.009,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,33.9,85.8,147.5,236.0,0.395
23.773,92.655,2012-12-10,855.6,12.5,143.5,-0.015,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.2,0.3,1.5,41.1,0.2
27.3178,88.7961,2014-01-09,832.5,13.8,112.3,-0.116,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.3,4.4,6.3,17.9,0.068
23.75,92.6504,2013-11-16,872.8,5.9,281.1,-0.028,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,13.2,13.4,22.9,72.3,0.985
27.2061,88.2196,2012-02-05,1129.9,8.2,109.2,0.012,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.2,3.0,48.7,68.9,0.067
27.3415,88.3344,2013-02-04,949.1,17.2,189.7,-0.042,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,5.4,7.8,9.5,15.0,0.692
27.2691,88.6993,2021-12-08,1083.1,19.2,276.9,-0.001,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,1.6,1.7,4.1,21.2,0.941
27.1694,88.4947,2019-08-28,1094.2,9.9,4.4,-0.04,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,24.4,57.6,142.5,190.3,0.424
27.3854,88.4532,2012-12-24,711.0,14.3,282.6,-0.065,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,5.6,18.0,30.4,34.9,0.311
27.3677,88.4263,2022-02-09,1366.9,6.7,324.6,-0.02,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,1.5,5.6,14.2,41.3,0.268
27.3492,88.5498,2014-06-06,1160.2,8.7,265.5,-0.03,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,23.4,65.6,98.3,145.1,0.357
27.3779,88.1705,2021-11-10,718.9,12.3,278.9,-0.039,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,2.7,3.5,5.0,6.2,0.771
27.2575,88.264,2019-06-22,907.8,8.2,221.4,0.026,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,23.9,40.6,133.6,237.5,0.589
27.2254,88.806,2022-07-14,1541.9,16.8,209.7,0.03,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,27.7,47.8,99.8,214.0,0.579
27.2009,88.3805,2014-08-27,1339.9,13.8,158.2,0.023,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,15.2,35.1,77.9,188.9,0.433
27.3525,88.3201,2016-08-15,1197.3,20.7,310.1,0.034,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,21.8,70.5,147.9,250.0,0.309
27.3562,88.2442,2023-11-09,889.6,15.8,354.5,-0.004,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,3.2,10.0,11.9,20.4,0.32
27.4227,88.633,2013-12-02,1122.5,15.8,212.5,-0.076,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,2.1,6.8,23.3,35.4,0.309
23.7722,92.652,2021-03-01,834.1,11.9,3.4,0.033,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,12.0,12.4,16.5,35.8,0.968
27.1935,88.5086,2021-12-01,853.5,19.2,221.8,-0.021,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,3.8,7.0,7.0,24.2,0.543
23.6271,92.7691,2016-12-02,620.2,8.0,344.9,-0.058,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.4,1.9,18.6,85.9,0.211
27.2526,88.434,2020-09-09,796.0,19.0,319.0,-0.068,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,20.4,63.2,93.4,183.0,0.323
27.3318,88.4567,2019-01-16,969.4,16.4,202.1,0.007,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,2.1,5.8,14.8,34.4,0.362
27.2171,88.6975,2022-06-28,888.2,7.1,120.3,-0.0,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,31.5,74.8,156.1,237.5,0.421
27.2785,88.2232,2019-03-22,920.6,7.6,79.4,-0.075,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,2.3,7.6,58.8,91.3,0.303
27.2676,88.7079,2019-01-11,1336.3,12.9,205.9,-0.05,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,1.1,2.7,2.9,3.2,0.407
27.4194,88.3111,2018-06-22,1261.6,15.3,107.5,0.041,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,33.3,55.7,137.9,214.6,0.598
23.7166,92.6467,2012-02-17,784.9,6.2,262.1,-0.115,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,3.3,9.1,10.5,21.8,0.363
27.1687,88.646,2022-11-25,1098.5,17.8,344.4,-0.039,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.7,10.2,12.5,16.3,0.069
27.3934,88.4348,2014-08-15,864.4,20.0,23.5,-0.021,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,9.9,61.2,100.3,182.9,0.162
23.7022,92.6895,2012-12-26,817.5,18.5,7.9,0.01,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,2.1,13.1,13.5,20.0,0.16
27.2137,88.6316,2020-06-18,1177.9,23.7,92.4,-0.044,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,25.0,58.6,151.8,240.5,0.427
27.2458,88.1999,2013-09-04,1331.5,8.7,81.1,0.025,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,24.8,60.7,98.2,207.0,0.409
27.3802,88.1674,2023-08-17,1006.1,18.7,195.7,-0.003,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,22.5,44.1,135.6,243.6,0.51
27.3608,88.4436,2019-11-08,884.7,13.4,234.4,-0.028,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,1.8,8.4,13.3,13.9,0.214
27.4031,88.261,2015-07-28,1173.6,10.7,59.3,0.046,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,23.6,46.8,133.9,244.3,0.504
27.4334,88.2872,2018-03-26,904.1,14.1,354.6,-0.002,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,6.0,9.1,14.6,15.9,0.659
27.3564,88.6955,2016-03-27,914.5,12.8,279.2,-0.073,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,3.9,7.3,15.4,34.6,0.534
27.2625,88.7606,2019-02-15,1214.2,15.6,56.9,0.039,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,1.0,8.8,27.7,31.6,0.114
27.4741,88.2185,2020-09-15,1360.0,9.6,66.3,0.012,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,12.6,45.2,115.2,161.9,0.279
23.7965,92.7807,2023-02-19,957.0,12.6,348.2,0.011,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,2.8,6.8,8.3,33.9,0.412
27.2739,88.2336,2018-01-11,1135.6,6.2,201.5,0.072,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,5.5,5.8,16.3,18.8,0.948
27.3757,88.34,2018-02-16,1571.5,14.3,128.8,-0.005,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,1.7,8.7,12.0,14.3,0.195
23.7624,92.7852,2021-08-28,777.0,7.1,125.3,-0.015,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,21.5,66.5,138.8,228.5,0.323
27.2469,88.709,2013-12-15,1279.2,17.4,45.5,-0.001,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,2.8,4.4,13.7,14.6,0.636
27.3514,88.6059,2014-01-16,998.0,15.2,109.9,0.041,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,7.0,15.2,26.8,45.4,0.461
27.3594,88.3022,2021-09-21,728.6,22.3,241.5,-0.039,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,21.4,54.8,141.0,224.7,0.391
27.2721,88.1494,2020-11-11,1256.2,11.0,309.0,0.008,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.9,10.6,21.8,41.4,0.085
27.1265,88.794,2019-12-02,850.7,20.9,101.3,0.043,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,5.2,5.7,15.4,24.7,0.912
27.1548,88.2893,2022-08-08,1143.8,11.4,215.4,-0.012,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,16.9,43.9,122.2,166.1,0.385
27.445,88.7166,2013-01-15,1454.1,22.1,66.7,0.068,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.2,1.3,14.0,14.4,0.154
27.3298,88.8168,2012-06-11,1172.4,7.1,299.3,0.046,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,26.0,45.6,81.7,194.5,0.57
27.3609,88.7005,2017-09-05,1210.7,15.3,155.0,0.04,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,17.5,49.9,130.2,218.4,0.351
27.4413,88.4304,2022-02-06,1665.9,16.7,252.9,0.053,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.7,3.6,4.5,10.3,0.194
27.2956,88.5766,2018-12-22,1189.4,19.4,182.3,0.022,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,2.5,2.8,5.1,10.5,0.893
27.2901,88.152,2014-02-15,1012.6,23.5,119.3,-0.028,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,1.6,2.5,10.0,14.0,0.64
27.1945,88.4816,2022-01-26,1051.1,20.4,205.9,-0.03,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,1.8,3.2,24.7,30.8,0.562
27.1514,88.5519,2020-07-03,1047.9,15.1,314.7,-0.032,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,22.8,65.9,160.4,210.9,0.346
27.2189,88.3962,2021-08-21,573.0,22.3,257.1,-0.063,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,26.2,53.6,137.1,253.5,0.489
23.7842,92.6203,2019-03-07,733.0,8.9,21.4,0.006,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,2.3,6.9,7.9,13.7,0.333
23.7112,92.6938,2013-02-13,782.0,16.3,25.6,-0.039,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.2,2.0,24.7,38.0,0.1
27.3643,88.3733,2023-03-01,1118.5,17.4,328.8,0.001,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,2.4,10.7,21.0,22.5,0.224
23.8005,92.6333,2016-01-19,614.1,5.2,151.9,0.004,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.9,3.6,10.5,11.0,0.25
23.6446,92.7317,2012-12-24,1047.8,14.8,304.4,-0.035,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,2.9,5.1,14.0,17.9,0.569
27.2303,88.6723,2016-02-20,1595.6,20.8,308.7,-0.01,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,6.2,8.5,11.6,22.1,0.729
27.2536,88.5408,2015-08-22,1480.4,12.7,60.1,0.045,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,20.9,41.6,129.5,197.2,0.502
27.1756,88.1378,2022-02-21,1569.3,12.1,25.8,0.056,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,1.3,2.8,11.8,23.0,0.464
27.2513,88.2725,2012-03-26,1141.6,18.4,50.6,0.011,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,1.7,1.8,7.4,47.3,0.944
27.2583,88.1473,2023-02-03,1121.7,8.9,8.4,-0.015,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,3.5,6.0,8.7,36.3,0.583
23.6432,92.8112,2018-07-07,945.5,14.0,297.6,-0.013,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,37.5,64.0,156.5,227.7,0.586
27.2588,88.3583,2017-12-17,767.9,16.0,195.0,0.006,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,3.6,10.8,15.4,19.7,0.333
23.6719,92.6589,2016-11-26,789.7,9.1,347.9,-0.019,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,2.0,3.7,10.6,12.4,0.541
23.7961,92.7447,2019-01-05,768.5,13.5,223.4,-0.018,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.1,2.7,9.0,12.1,0.037
27.4671,88.7566,2022-09-28,741.7,19.0,192.0,-0.014,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,31.8,57.8,144.8,260.3,0.55
27.1736,88.4439,2018-06-09,1239.6,23.7,174.0,0.01,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,19.3,45.7,88.9,189.8,0.422
27.2592,88.4779,2022-03-19,1484.7,14.9,207.8,0.048,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,3.6,7.0,32.0,34.7,0.514
27.1593,88.7178,2017-01-22,1042.2,13.9,304.9,-0.005,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,1.8,5.7,26.6,26.8,0.316
27.2917,88.6014,2020-08-20,1471.1,19.0,249.3,-0.016,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,18.8,66.0,114.1,171.0,0.285
27.3637,88.6999,2023-03-21,1382.0,19.3,51.4,0.021,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,3.5,9.4,18.0,35.4,0.372
27.4245,88.5495,2012-08-16,1141.5,7.4,146.7,-0.035,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,20.2,37.8,90.5,139.4,0.534
27.1381,88.171,2017-09-19,635.6,10.2,101.2,-0.031,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,32.1,84.3,140.6,253.1,0.381
27.2357,88.4535,2018-06-27,1353.3,23.6,217.3,-0.05,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,18.7,59.6,97.6,208.7,0.314
27.3011,88.4345,2016-01-23,1726.2,7.3,245.7,0.05,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.7,5.7,19.5,39.1,0.123
27.3189,88.4841,2015-03-04,1275.6,10.9,178.8,-0.02,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.8,1.4,9.3,10.0,0.571
23.7697,92.6835,2022-08-02,820.0,5.7,99.4,-0.0,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,29.2,46.7,131.3,171.6,0.625
27.2089,88.6386,2013-09-03,939.4,12.5,97.3,-0.012,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,33.3,60.8,142.1,253.4,0.548
